Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,Cluster,Segment_Label
17643,697.0,1,101.55,4,1,1,411,3,Hibernating
16516,90.0,1,101.7,3,1,1,311,0,Others
17639,129.0,1,101.75,3,1,1,311,0,Hibernating
15212,6.0,1,101.8,2,1,1,211,0,New Customers
14972,277.0,1,102.02,4,1,1,411,3,Hibernating
14981,159.0,1,102.12,3,1,1,311,0,Hibernating
14836,90.0,3,102.45,3,3,1,331,0,Others
18011,697.0,1,102.79,4,1,1,411,3,Hibernating
14542,157.0,1,103.25,3,1,1,311,0,Hibernating
18255,31.0,1,103.3,2,1,1,211,0,Others
17274,243.0,1,103.32,4,1,1,411,0,Hibernating
18129,67.0,1,103.7,2,1,1,211,0,Others
18174,301.0,1,104.0,4,1,1,411,3,Hibernating
13193,91.0,1,104.73,3,1,1,311,0,Others
14027,61.0,1,104.82,2,1,1,211,0,Others
15775,128.0,1,104.9,3,1,1,311,0,Hibernating
14165,98.0,1,105.14,3,1,1,311,0,Others
15512,156.0,2,105.7,3,2,1,321,0,Hibernating
16581,65.0,1,105.84,2,1,1,211,0,Others
17791,60.0,1,106.1,2,1,1,211,0,Others
15070,666.0,1,106.2,4,1,1,411,3,Hibernating
17967,638.0,1,107.92,4,1,1,411,3,Hibernating
12956,191.0,1,108.07,3,1,1,311,0,Hibernating
13226,37.0,1,108.21,2,1,1,211,0,Others
16697,6.0,1,108.25,2,1,1,211,0,New Customers
16106,214.0,1,108.38,3,1,1,311,0,Hibernating
14345,333.0,1,108.98,4,1,1,411,3,Hibernating
14699,96.0,1,109.13,3,1,1,311,0,Others
13133,37.0,2,109.8,2,2,1,221,0,Others
18277,0.0,1,110.38,2,1,1,211,0,New Customers
17901,60.0,1,110.38,2,1,1,211,0,Others
16963,218.0,1,110.55,4,1,1,411,0,Hibernating
13144,39.0,1,110.95,2,1,1,211,0,Others
13508,67.0,1,110.97,2,1,1,211,0,Others
18120,96.0,1,111.15,3,1,1,311,0,Others
17887,305.0,1,111.35,4,1,1,411,3,Hibernating
17957,244.0,1,111.68,4,1,1,411,0,Hibernating
17900,307.0,2,112.2,4,3,1,431,3,Hibernating
17038,90.0,1,112.4,3,1,1,311,0,Others
17219,121.0,1,112.53,3,1,1,311,0,Hibernating
13807,516.0,1,112.6,4,1,1,411,3,Hibernating
18105,302.0,1,113.48,4,1,1,411,3,Hibernating
14457,311.0,1,113.64,4,1,1,411,3,Hibernating
12651,100.0,1,114.0,3,1,1,311,0,Others
14076,305.0,1,114.92,4,1,1,411,3,Hibernating
18027,304.0,1,115.31,4,1,1,411,3,Hibernating
15350,697.0,1,115.65,4,1,1,411,3,Hibernating
16611,187.0,1,117.04,3,1,1,311,0,Hibernating
17654,160.0,1,117.55,3,1,1,311,0,Hibernating
12929,342.0,1,117.85,4,1,1,411,3,Hibernating
13581,283.0,1,118.0,4,1,1,411,3,Hibernating
15843,99.0,1,118.95,3,1,1,311,0,Others
15266,223.0,1,119.3,4,1,1,411,0,Hibernating
14453,307.0,1,119.93,4,1,1,411,3,Hibernating
18015,212.0,1,120.03,3,1,1,311,0,Hibernating
17446,311.0,2,120.9,4,3,1,431,3,Hibernating
14413,363.0,1,121.05,4,1,1,411,3,Hibernating
15049,37.0,1,121.17,2,1,1,211,0,Others
13244,123.0,1,121.74,3,1,1,311,0,Hibernating
15917,189.0,1,123.1,3,1,1,311,0,Hibernating
16658,546.0,1,123.24,4,1,1,411,3,Hibernating
14495,63.0,2,123.8,2,2,1,221,0,Others
16569,181.0,1,124.2,3,1,1,311,0,Hibernating
16849,187.0,1,124.57,3,1,1,311,0,Hibernating
15017,182.0,1,125.58,3,1,1,311,0,Hibernating
13522,90.0,1,125.8,3,1,1,311,0,Others
16988,242.0,1,126.12,4,1,1,411,0,Hibernating
15463,60.0,1,126.14,2,1,1,211,0,Others
16414,251.0,2,126.25,4,2,1,421,0,Hibernating
15923,666.0,1,127.08,4,1,1,411,3,Hibernating
13781,281.0,1,127.84,4,1,1,411,3,Hibernating
15276,244.0,1,127.98,4,1,1,411,0,Hibernating
12851,245.0,1,128.11,4,1,1,411,0,Hibernating
16828,154.0,2,128.5,3,2,1,321,0,Hibernating
16623,128.0,1,129.45,3,1,1,311,0,Hibernating
14813,577.0,2,129.68,4,3,1,431,3,Hibernating
16679,485.0,1,129.75,4,1,1,411,3,Hibernating
14438,191.0,1,131.9,3,1,1,311,0,Hibernating
12512,244.0,2,132.18,4,2,1,421,0,Hibernating
17647,214.0,1,133.06,3,1,1,311,0,Hibernating
15709,341.0,1,133.25,4,1,1,411,3,Hibernating
17881,130.0,1,133.35,3,1,1,311,0,Hibernating
16424,338.0,1,133.56,4,1,1,411,3,Hibernating
14174,182.0,1,134.46,3,1,1,311,0,Hibernating
14340,219.0,1,134.7,4,1,1,411,0,Hibernating
16055,280.0,1,134.8,4,1,1,411,3,Hibernating
14247,190.0,1,135.12,3,1,1,311,0,Hibernating
17972,6.0,1,135.19,2,1,1,211,0,New Customers
16665,363.0,1,135.4,4,1,1,411,3,Hibernating
14889,162.0,1,135.9,3,1,1,311,0,Hibernating
16462,157.0,3,136.0,3,3,1,331,0,Others
17128,100.0,1,136.69,3,1,1,311,0,Others
15691,340.0,1,136.8,4,1,1,411,3,Hibernating
14483,282.0,1,137.1,4,1,1,411,3,Hibernating
15869,160.0,2,138.29,3,2,1,321,0,Hibernating
17122,2.0,1,138.32,2,1,1,211,0,New Customers
18209,29.0,1,139.1,2,1,1,211,0,New Customers
16921,91.0,1,139.38,3,1,1,311,0,Others
13809,161.0,1,140.3,3,1,1,311,0,Hibernating
13483,214.0,1,140.34,3,1,1,311,0,Hibernating
16893,485.0,1,140.86,4,1,1,411,3,Hibernating
15503,363.0,1,141.04,4,1,1,411,3,Hibernating
13561,127.0,1,141.86,3,1,1,311,0,Hibernating
17859,130.0,1,141.92,3,1,1,311,0,Hibernating
13584,191.0,1,142.4,3,1,1,311,0,Hibernating
14204,151.0,1,143.1,3,1,1,311,0,Hibernating
18004,363.0,1,143.12,4,1,1,411,3,Hibernating
17578,219.0,1,143.46,4,1,1,411,0,Hibernating
12587,301.0,1,144.0,4,1,1,411,3,Hibernating
17186,61.0,2,144.0,2,2,1,221,0,Others
15937,183.0,1,145.35,3,1,1,311,0,Hibernating
12893,90.0,1,145.35,3,1,1,311,0,Others
17030,153.0,1,146.87,3,1,1,311,0,Hibernating
14037,424.0,2,147.2,4,3,1,431,3,Hibernating
14098,274.0,1,147.35,4,1,1,411,3,Hibernating
14968,90.0,1,147.59,3,1,1,311,0,Others
15454,363.0,1,148.1,4,1,1,411,3,Hibernating
15526,182.0,2,148.44,3,2,1,321,0,Hibernating
13003,96.0,3,149.05,3,3,1,331,0,Others
17234,65.0,1,149.89,2,1,1,211,0,Others
14073,152.0,1,151.04,3,1,1,311,0,Hibernating
16337,274.0,1,151.05,4,1,1,411,3,Hibernating
13697,333.0,1,151.3,4,1,1,411,3,Hibernating
13462,340.0,1,151.5,4,1,1,411,3,Hibernating
17899,278.0,1,151.65,4,1,1,411,3,Hibernating
14208,184.0,1,151.74,3,1,1,311,0,Hibernating
14039,182.0,1,152.2,3,1,1,311,0,Hibernating
17707,157.0,2,152.4,3,2,1,321,0,Hibernating
16248,91.0,1,152.94,3,1,1,311,0,Others
12602,0.0,1,153.12,2,1,1,211,0,New Customers
16351,39.0,1,153.9,2,1,1,211,0,Others
17517,252.0,1,153.94,4,1,1,411,0,Hibernating
15226,311.0,1,154.41,4,1,1,411,3,Hibernating
18014,29.0,1,154.57,2,1,1,211,0,New Customers
17026,577.0,2,154.83,4,3,1,431,3,Hibernating
12738,666.0,1,155.35,4,1,1,411,3,Hibernating
14406,2.0,1,156.75,2,1,1,211,0,New Customers
15007,278.0,1,156.91,4,1,1,411,3,Hibernating
14485,333.0,1,157.39,4,1,1,411,3,Hibernating
18146,280.0,2,160.35,4,3,1,431,3,Hibernating
18203,217.0,1,160.42,4,1,1,411,0,Hibernating
15852,187.0,2,160.71,3,2,1,321,0,Hibernating
14237,697.0,1,161.0,4,1,1,411,3,Hibernating
16113,95.0,1,161.38,3,1,1,311,0,Others
14552,33.0,1,162.27,2,1,1,211,0,Others
15733,310.0,1,162.3,4,1,1,411,3,Hibernating
16517,160.0,1,162.7,3,1,1,311,0,Hibernating
14354,90.0,2,163.62,3,2,1,321,0,Others
18088,91.0,1,164.18,3,1,1,311,0,Others
17535,251.0,1,164.4,4,1,1,411,0,Hibernating
15904,332.0,1,164.68,4,1,1,411,3,Hibernating
13470,335.0,2,165.0,4,3,1,431,3,Hibernating
16887,243.0,1,165.53,4,1,1,411,0,Hibernating
12817,282.0,1,166.04,4,1,1,411,3,Hibernating
16405,69.0,2,167.25,2,2,1,221,0,Others
15920,125.0,4,167.5,3,3,1,331,0,Others
15374,277.0,1,168.0,4,1,1,411,3,Hibernating
15986,90.0,1,168.12,2,1,1,211,0,Others
17737,0.0,2,168.24,2,2,1,221,0,New Customers
16282,253.0,1,168.3,4,1,1,411,0,Hibernating
18099,246.0,1,168.31,4,1,1,411,0,Hibernating
18269,485.0,1,168.6,4,1,1,411,3,Hibernating
14578,181.0,1,168.63,3,1,1,311,0,Hibernating
12367,212.0,1,168.9,3,1,1,311,0,Hibernating
13962,128.0,2,169.55,3,2,1,321,0,Hibernating
16914,274.0,1,171.34,4,1,1,411,3,Hibernating
13560,301.0,1,171.42,4,1,1,411,3,Hibernating
17947,302.0,1,171.64,4,1,1,411,3,Hibernating
12442,181.0,1,172.06,3,1,1,311,0,Hibernating
13690,30.0,1,172.25,2,1,1,211,0,New Customers
14087,151.0,1,172.46,3,1,1,311,0,Hibernating
12923,183.0,1,172.82,3,1,1,311,0,Hibernating
12441,485.0,1,173.55,4,1,1,411,3,Hibernating
16565,424.0,1,173.7,4,1,1,411,3,Hibernating
14798,311.0,3,173.74,4,3,1,431,3,Others
16861,30.0,2,173.76,2,2,1,221,0,New Customers
14518,183.0,1,174.37,3,1,1,311,0,Hibernating
14355,454.0,1,174.4,4,1,1,411,3,Hibernating
17331,124.0,1,175.2,3,1,1,311,0,Hibernating
16144,159.0,1,175.2,3,1,1,311,0,Hibernating
18274,90.0,1,175.92,2,1,1,211,0,Others
14287,332.0,3,176.63,4,3,1,431,3,Others
18282,216.0,2,178.05,4,2,1,421,0,Hibernating
17356,342.0,1,178.22,4,1,1,411,3,Hibernating
16620,181.0,2,178.96,3,2,1,321,0,Hibernating
15139,162.0,2,178.96,3,2,1,321,0,Hibernating
16990,219.0,1,179.0,4,1,1,411,0,Hibernating
16433,29.0,1,179.22,2,1,1,211,0,New Customers
14082,424.0,1,180.3,4,1,1,411,3,Hibernating
13710,121.0,1,180.48,3,1,1,311,0,Hibernating
18280,160.0,1,180.6,3,1,1,311,0,Hibernating
18119,516.0,1,180.7,4,1,1,411,3,Hibernating
16835,277.0,2,180.85,4,2,1,421,3,Hibernating
15945,454.0,1,181.0,4,1,1,411,3,Hibernating
15886,61.0,1,181.09,2,1,1,211,0,Others
16895,183.0,1,182.89,3,1,1,311,0,Hibernating
13059,250.0,1,183.4,4,1,1,411,0,Hibernating
14801,91.0,1,183.41,3,1,1,311,0,Others
13460,60.0,2,183.44,2,2,1,221,0,Others
14326,36.0,1,183.85,2,1,1,211,0,Others
15124,338.0,2,184.19,4,3,1,431,3,Hibernating
14199,219.0,1,185.4,4,1,1,411,0,Hibernating
17574,36.0,1,185.65,2,1,1,211,0,Others
14984,4.0,2,185.87,2,2,1,221,0,New Customers
13672,38.0,2,186.39,2,2,1,221,0,Others
17440,186.0,3,186.42,3,3,1,331,0,Others
18013,156.0,2,187.29,3,2,1,321,0,Hibernating
17781,278.0,2,188.02,4,2,1,421,3,Hibernating
14697,219.0,2,188.61,4,2,1,421,0,Hibernating
15723,424.0,1,189.0,4,1,1,411,3,Hibernating
17233,243.0,1,190.88,4,1,1,411,0,Hibernating
15692,29.0,1,191.04,2,1,1,211,0,New Customers
17608,182.0,2,191.04,3,2,1,321,0,Hibernating
12791,697.0,1,192.6,4,1,1,411,3,Hibernating
14768,246.0,2,192.6,4,2,1,421,0,Hibernating
17383,212.0,1,193.39,3,1,1,311,0,Hibernating
15198,155.0,2,193.64,3,2,1,321,0,Hibernating
13271,302.0,1,194.93,4,1,1,411,3,Hibernating
15612,91.0,2,195.15,3,2,1,321,0,Others
13792,244.0,2,195.55,4,2,1,421,0,Hibernating
16112,70.0,4,195.74,2,3,1,231,0,Others
13436,120.0,1,196.89,3,1,1,311,0,Others
15234,129.0,1,197.0,3,1,1,311,0,Hibernating
16829,186.0,1,197.22,3,1,1,311,0,Hibernating
14789,29.0,1,197.64,2,1,1,211,0,New Customers
14185,9.0,1,197.65,2,1,1,211,0,New Customers
12450,186.0,2,197.88,3,2,1,321,0,Hibernating
17908,697.0,1,198.18,4,1,1,411,3,Hibernating
17987,157.0,1,198.57,3,1,1,311,0,Hibernating
14960,332.0,2,198.58,4,3,1,431,3,Hibernating
18126,61.0,1,198.64,2,1,1,211,0,Others
16832,188.0,3,199.15,3,3,1,331,0,Others
13723,188.0,1,199.85,3,1,1,311,0,Hibernating
13980,61.0,1,200.14,2,1,1,211,0,Others
18072,157.0,1,200.64,3,1,1,311,0,Hibernating
17843,99.0,1,200.68,3,1,1,311,0,Others
17988,337.0,7,201.12,4,4,1,441,3,Others
16356,160.0,3,201.27,3,3,1,331,0,Others
17889,35.0,2,201.37,2,2,1,221,0,Others
15347,485.0,1,201.6,4,1,1,411,3,Hibernating
18169,61.0,1,202.65,2,1,1,211,0,Others
16411,577.0,2,202.84,4,3,1,431,3,Hibernating
17376,342.0,2,203.2,4,3,1,431,3,Hibernating
17394,249.0,1,203.87,4,1,1,411,0,Hibernating
13017,301.0,1,204.0,4,1,1,411,3,Hibernating
15319,341.0,1,204.5,4,1,1,411,3,Hibernating
13513,216.0,1,205.1,4,1,1,411,0,Hibernating
15307,215.0,1,205.3,3,1,1,311,0,Hibernating
13065,697.0,1,205.86,4,1,1,411,3,Hibernating
14964,189.0,1,206.21,3,1,1,311,0,Hibernating
17166,333.0,2,206.34,4,3,1,431,3,Hibernating
13532,182.0,1,207.36,3,1,1,311,0,Hibernating
13099,335.0,1,207.36,4,1,1,411,3,Hibernating
16752,666.0,1,207.5,4,1,1,411,3,Hibernating
17923,310.0,1,207.5,4,1,1,411,3,Hibernating
16866,64.0,3,207.74,2,3,1,231,0,Others
12547,251.0,2,207.8,4,2,1,421,0,Hibernating
16457,219.0,1,208.36,4,1,1,411,0,Hibernating
15483,337.0,4,208.43,4,3,1,431,3,Others
17514,277.0,1,208.65,4,1,1,411,3,Hibernating
17855,666.0,1,208.97,4,1,1,411,3,Hibernating
17572,697.0,4,209.05,4,3,1,431,3,Others
17860,546.0,1,210.75,4,1,1,411,3,Hibernating
16179,61.0,1,210.79,2,1,1,211,0,Others
17928,159.0,2,212.54,3,2,1,321,0,Hibernating
16591,303.0,1,213.5,4,1,1,411,3,Hibernating
14241,95.0,1,213.7,3,1,1,311,0,Others
16753,0.0,1,214.2,2,1,1,211,0,New Customers
16338,217.0,1,214.8,4,1,1,411,0,Hibernating
16519,454.0,2,215.08,4,3,1,431,3,Hibernating
14375,157.0,1,215.34,3,1,1,311,0,Hibernating
17580,340.0,3,215.72,4,3,1,431,3,Others
13419,153.0,1,216.02,3,1,1,311,0,Hibernating
14104,125.0,2,216.21,3,2,1,321,0,Hibernating
17436,120.0,2,216.3,3,2,1,321,0,Others
12897,38.0,2,216.5,2,2,1,221,0,Others
16080,68.0,2,217.16,2,2,1,221,0,Others
15554,160.0,1,217.2,3,1,1,311,0,Hibernating
16634,339.0,2,217.9,4,3,1,431,3,Hibernating
14570,251.0,2,218.06,4,2,1,421,0,Hibernating
14569,120.0,1,218.14,3,1,1,311,0,Others
13079,92.0,5,220.1,3,4,1,341,0,Others
13382,251.0,1,222.99,4,1,1,411,0,Hibernating
18005,181.0,2,223.12,3,2,1,321,0,Hibernating
14929,152.0,1,223.88,3,1,1,311,0,Hibernating
16471,68.0,1,223.95,2,1,1,211,0,Others
14624,30.0,2,225.85,2,2,1,221,0,New Customers
17789,282.0,1,225.9,4,1,1,411,3,Hibernating
13712,159.0,1,228.84,3,1,1,311,0,Hibernating
16445,182.0,1,229.96,3,1,1,311,0,Hibernating
16926,638.0,1,230.25,4,1,1,411,3,Hibernating
13786,516.0,1,230.4,4,1,1,411,3,Hibernating
18030,212.0,2,230.65,3,2,1,321,0,Hibernating
15393,282.0,2,231.86,4,3,1,431,3,Hibernating
14995,333.0,2,231.98,4,3,1,431,3,Hibernating
16117,279.0,1,232.21,4,1,1,411,3,Hibernating
13678,33.0,1,232.6,2,1,1,211,0,Others
16302,216.0,1,233.22,4,1,1,411,0,Hibernating
16583,697.0,1,233.45,4,1,1,411,3,Hibernating
13348,183.0,1,233.76,3,1,1,311,0,Hibernating
12736,39.0,1,234.0,2,1,1,211,0,Others
14473,310.0,2,234.34,4,3,1,431,3,Hibernating
15462,218.0,3,234.6,4,3,1,431,0,Others
13187,192.0,1,236.02,3,1,1,311,0,Hibernating
14586,129.0,1,237.36,3,1,1,311,0,Hibernating
13565,100.0,2,238.27,3,2,1,321,0,Others
12561,69.0,1,238.85,2,1,1,211,0,Others
16756,96.0,1,239.4,3,1,1,311,0,Others
13570,67.0,1,239.49,2,1,1,211,0,Others
15690,212.0,2,239.76,3,2,1,321,0,Hibernating
17181,697.0,2,239.92,4,3,1,431,3,Hibernating
15035,31.0,1,241.48,2,1,1,211,0,Others
17339,454.0,2,243.36,4,3,1,431,3,Hibernating
17925,666.0,1,244.08,4,1,1,411,3,Hibernating
17892,156.0,3,244.1,3,3,1,331,0,Others
16528,181.0,1,244.41,3,1,1,311,0,Hibernating
17968,697.0,1,245.7,4,1,1,411,3,Hibernating
16778,68.0,2,245.94,2,2,1,221,0,Others
17278,6.0,1,246.04,2,1,1,211,0,New Customers
15894,577.0,2,246.16,4,3,1,431,3,Hibernating
14658,242.0,2,247.15,4,2,1,421,0,Hibernating
14053,278.0,2,247.75,4,2,1,421,3,Hibernating
13592,66.0,4,247.96,2,3,1,231,0,Others
15759,219.0,3,248.0,4,3,1,431,0,Others
15097,212.0,1,248.08,3,1,1,311,0,Hibernating
16510,666.0,1,248.1,4,1,1,411,3,Hibernating
16727,424.0,1,248.12,4,1,1,411,3,Hibernating
17456,454.0,1,249.86,4,1,1,411,3,Hibernating
16596,485.0,2,250.15,4,3,1,431,3,Hibernating
13207,3.0,2,250.26,2,2,1,221,0,New Customers
14501,95.0,2,251.21,3,2,1,321,0,Others
13711,219.0,2,252.06,4,2,1,421,0,Hibernating
13645,32.0,1,252.1,2,1,1,211,0,Others
15346,39.0,1,252.42,2,1,1,211,0,Others
13404,35.0,2,252.49,2,2,1,221,0,Others
12797,454.0,1,254.03,4,1,1,411,3,Hibernating
15689,2.0,2,254.1,2,2,1,221,0,New Customers
14765,60.0,3,254.11,2,3,1,231,0,Others
14761,100.0,2,255.9,3,2,1,321,0,Others
14452,154.0,2,256.14,3,2,1,321,0,Hibernating
13806,153.0,1,256.38,3,1,1,311,0,Hibernating
16048,697.0,2,256.44,4,3,1,431,3,Hibernating
17194,37.0,2,256.78,2,2,1,221,0,Others
13626,340.0,1,257.23,4,1,1,411,3,Hibernating
13533,65.0,3,258.85,2,3,1,231,0,Others
15577,33.0,3,258.88,2,3,1,231,0,Others
12492,153.0,2,263.21,3,2,1,321,0,Hibernating
17708,218.0,2,263.33,4,2,1,421,0,Hibernating
17403,274.0,1,263.92,4,1,1,411,3,Hibernating
14423,219.0,1,265.2,4,1,1,411,0,Hibernating
14508,31.0,2,265.56,2,2,1,221,0,Others
17430,454.0,2,265.76,4,3,1,431,3,Hibernating
12962,301.0,2,266.39,4,3,1,431,3,Hibernating
15119,128.0,1,266.4,3,1,1,311,0,Hibernating
17977,60.0,1,266.45,2,1,1,211,0,Others
13837,5.0,2,266.59,2,2,1,221,0,New Customers
14863,60.0,1,266.76,2,1,1,211,0,Others
17550,67.0,3,267.16,2,3,1,231,0,Others
14915,92.0,2,267.88,3,2,1,321,0,Others
14727,68.0,1,268.58,2,1,1,211,0,Others
17251,363.0,1,269.83,4,1,1,411,3,Hibernating
12558,301.0,1,269.96,4,1,1,411,3,Hibernating
13242,66.0,3,270.4,2,3,1,231,0,Others
14520,120.0,2,270.6,3,2,1,321,0,Others
15774,303.0,1,270.8,4,1,1,411,3,Hibernating
17011,90.0,1,270.9,3,1,1,311,0,Others
13259,91.0,1,271.11,3,1,1,311,0,Others
17254,212.0,2,271.19,3,2,1,321,0,Hibernating
13058,33.0,3,271.4,2,3,1,231,0,Others
13917,338.0,2,272.04,4,3,1,431,3,Hibernating
14819,183.0,2,272.07,3,2,1,321,0,Hibernating
16883,218.0,2,272.48,4,2,1,421,0,Hibernating
16313,181.0,2,274.15,3,2,1,321,0,Hibernating
17266,181.0,3,275.08,3,3,1,331,0,Others
14512,218.0,2,275.28,4,2,1,421,0,Hibernating
17783,189.0,2,275.48,3,2,1,321,0,Hibernating
12750,277.0,1,275.88,4,1,1,411,3,Hibernating
13272,31.0,2,276.56,2,2,1,221,0,Others
13606,60.0,3,276.75,2,3,1,231,0,Others
15355,60.0,2,277.05,2,2,1,221,0,Others
16149,212.0,2,280.52,3,2,1,321,0,Hibernating
16402,577.0,2,280.8,4,3,1,431,3,Hibernating
13177,183.0,1,282.45,3,1,1,311,0,Hibernating
13754,33.0,2,282.6,2,2,1,221,0,Others
14350,68.0,1,282.93,2,1,1,211,0,Others
18270,333.0,2,283.15,4,3,1,431,3,Hibernating
16808,68.0,2,283.38,2,2,1,221,0,Others
14656,341.0,2,284.45,4,3,1,431,3,Hibernating
13787,424.0,2,285.56,4,3,1,431,3,Hibernating
16555,243.0,2,285.89,4,2,1,421,0,Hibernating
16386,29.0,2,286.48,2,2,1,221,0,New Customers
16432,183.0,1,287.4,3,1,1,311,0,Hibernating
17760,697.0,2,287.59,4,3,1,431,3,Hibernating
18059,275.0,3,288.22,4,3,1,431,3,Others
17501,280.0,2,288.6,4,3,1,431,3,Hibernating
15545,638.0,2,288.97,4,3,1,431,3,Hibernating
14549,342.0,1,289.24,4,1,1,411,3,Hibernating
16125,516.0,1,289.35,4,1,1,411,3,Hibernating
17124,157.0,1,289.56,3,1,1,311,0,Hibernating
15060,332.0,4,289.86,4,3,1,431,3,Others
17464,247.0,1,289.96,4,1,1,411,0,Hibernating
17691,546.0,2,290.4,4,3,1,431,3,Hibernating
14947,336.0,2,290.82,4,3,1,431,3,Hibernating
14729,697.0,1,291.94,4,1,1,411,3,Hibernating
13502,68.0,3,292.0,2,3,1,231,0,Others
12829,162.0,2,293.0,3,2,1,321,0,Hibernating
15732,35.0,2,294.12,2,2,1,221,0,Others
16998,130.0,4,295.0,3,3,1,331,0,Others
13504,183.0,1,295.93,3,1,1,311,0,Hibernating
13441,92.0,1,296.64,3,1,1,311,0,Others
